route_id,trip_id,actual_arrival_delay_min,delay_risk,recommended_action,weather_condition,traffic_congestion_index
Route_4,T01467,13,Medium,Monitor route conditions,Storm,16
Route_15,T01468,22,High,Adjust service headway,Rain,57
Route_6,T01469,19,High,Adjust service headway,Cloudy,65
Route_15,T01470,2,Low,No operational action required,Fog,43
Route_3,T01471,24,High,Adjust service headway,Rain,83
Route_14,T01472,4,Low,No operational action required,Fog,73
Route_20,T01473,4,Low,No operational action required,Rain,8
Route_14,T01474,15,Medium,Monitor route conditions,Rain,47
Route_4,T01475,25,High,Adjust service headway,Snow,38
Route_12,T01476,19,High,Adjust service headway,Snow,88
Route_17,T01477,28,Severe,Deploy standby bus,Fog,88
Route_7,T01478,6,Medium,Monitor route conditions,Clear,87
Route_9,T01479,23,High,Adjust service headway,Cloudy,5
Route_3,T01480,-3,Low,No operational action required,Clear,29
Route_13,T01481,25,High,Adjust service headway,Clear,73
Route_15,T01482,-1,Low,No operational action required,Snow,94
Route_18,T01483,27,Severe,Deploy standby bus,Cloudy,17
Route_19,T01484,7,Medium,Monitor route conditions,Snow,42
Route_1,T01485,18,High,Adjust service headway,Snow,32
Route_6,T01486,14,Medium,Monitor route conditions,Snow,52
Route_2,T01487,2,Low,No operational action required,Storm,55
Route_14,T01488,-1,Low,No operational action required,Clear,18
Route_6,T01489,1,Low,No operational action required,Clear,86
Route_14,T01490,5,Low,No operational action required,Clear,68
Route_4,T01491,24,High,Adjust service headway,Storm,25
Route_8,T01492,15,Medium,Monitor route conditions,Rain,28
Route_3,T01493,24,High,Adjust service headway,Fog,23
Route_19,T01494,23,High,Adjust service headway,Fog,5
Route_14,T01495,9,Medium,Monitor route conditions,Storm,53
Route_20,T01496,17,High,Adjust service headway,Clear,38
Route_17,T01497,23,High,Adjust service headway,Fog,3
Route_8,T01498,2,Low,No operational action required,Storm,57
Route_14,T01499,7,Medium,Monitor route conditions,Snow,47
Route_6,T01500,13,Medium,Monitor route conditions,Cloudy,59
Route_16,T01501,3,Low,No operational action required,Fog,25
Route_19,T01502,26,Severe,Deploy standby bus,Cloudy,78
Route_14,T01503,17,High,Adjust service headway,Clear,76
Route_19,T01504,-3,Low,No operational action required,Fog,39
Route_3,T01505,21,High,Adjust service headway,Storm,85
Route_10,T01506,28,Severe,Deploy standby bus,Rain,76
Route_19,T01507,4,Low,No operational action required,Fog,55
Route_9,T01508,1,Low,No operational action required,Fog,38
Route_20,T01509,26,Severe,Deploy standby bus,Fog,80
Route_13,T01510,4,Low,No operational action required,Fog,99
Route_7,T01511,15,Medium,Monitor route conditions,Storm,38
Route_14,T01512,26,Severe,Deploy standby bus,Storm,47
Route_9,T01513,11,Medium,Monitor route conditions,Rain,24
Route_19,T01514,23,High,Adjust service headway,Storm,33
Route_15,T01515,9,Medium,Monitor route conditions,Storm,20
Route_20,T01516,10,Medium,Monitor route conditions,Clear,24
Route_14,T01517,26,Severe,Deploy standby bus,Clear,88
Route_6,T01518,9,Medium,Monitor route conditions,Cloudy,21
Route_4,T01519,12,Medium,Monitor route conditions,Rain,22
Route_8,T01520,3,Low,No operational action required,Clear,24
Route_17,T01521,23,High,Adjust service headway,Rain,77
Route_9,T01522,11,Medium,Monitor route conditions,Rain,77
Route_1,T01523,24,High,Adjust service headway,Fog,25
Route_20,T01524,3,Low,No operational action required,Snow,29
Route_14,T01525,16,High,Adjust service headway,Snow,89
Route_11,T01526,28,Severe,Deploy standby bus,Snow,37
Route_3,T01527,28,Severe,Deploy standby bus,Rain,85
Route_9,T01528,22,High,Adjust service headway,Fog,33
Route_14,T01529,16,High,Adjust service headway,Cloudy,88
Route_9,T01530,14,Medium,Monitor route conditions,Cloudy,99
Route_4,T01531,11,Medium,Monitor route conditions,Snow,76
Route_4,T01532,18,High,Adjust service headway,Cloudy,92
Route_8,T01533,18,High,Adjust service headway,Fog,72
Route_2,T01534,17,High,Adjust service headway,Snow,14
Route_9,T01535,-2,Low,No operational action required,Fog,94
Route_14,T01536,14,Medium,Monitor route conditions,Cloudy,43
Route_9,T01537,19,High,Adjust service headway,Snow,90
Route_16,T01538,9,Medium,Monitor route conditions,Fog,94
Route_17,T01539,5,Low,No operational action required,Storm,9
Route_16,T01540,3,Low,No operational action required,Storm,36
Route_12,T01541,-3,Low,No operational action required,Fog,6
Route_3,T01542,-2,Low,No operational action required,Fog,31
Route_11,T01543,0,Low,No operational action required,Clear,10
Route_14,T01544,10,Medium,Monitor route conditions,Clear,47
Route_18,T01545,28,Severe,Deploy standby bus,Rain,91
Route_5,T01546,-2,Low,No operational action required,Snow,67
Route_16,T01547,10,Medium,Monitor route conditions,Rain,47
Route_20,T01548,16,High,Adjust service headway,Rain,44
Route_5,T01549,21,High,Adjust service headway,Cloudy,94
Route_3,T01550,4,Low,No operational action required,Storm,92
Route_12,T01551,24,High,Adjust service headway,Cloudy,32
Route_1,T01552,17,High,Adjust service headway,Snow,3
Route_9,T01553,19,High,Adjust service headway,Fog,46
Route_9,T01554,28,Severe,Deploy standby bus,Clear,89
Route_4,T01555,4,Low,No operational action required,Snow,52
Route_3,T01556,27,Severe,Deploy standby bus,Fog,30
Route_17,T01557,12,Medium,Monitor route conditions,Snow,30
Route_2,T01558,23,High,Adjust service headway,Fog,26
Route_1,T01559,14,Medium,Monitor route conditions,Clear,88
Route_8,T01560,11,Medium,Monitor route conditions,Fog,47
Route_13,T01561,23,High,Adjust service headway,Rain,35
Route_15,T01562,13,Medium,Monitor route conditions,Snow,48
Route_8,T01563,-2,Low,No operational action required,Clear,30
Route_12,T01564,27,Severe,Deploy standby bus,Fog,43
Route_12,T01565,-1,Low,No operational action required,Rain,58
Route_14,T01566,13,Medium,Monitor route conditions,Rain,22
Route_15,T01567,10,Medium,Monitor route conditions,Storm,98
Route_15,T01568,10,Medium,Monitor route conditions,Rain,67
Route_9,T01569,-3,Low,No operational action required,Cloudy,91
Route_19,T01570,25,High,Adjust service headway,Clear,41
Route_20,T01571,0,Low,No operational action required,Clear,41
Route_8,T01572,29,Severe,Deploy standby bus,Clear,12
Route_19,T01573,13,Medium,Monitor route conditions,Fog,0
Route_6,T01574,24,High,Adjust service headway,Snow,75
Route_20,T01575,22,High,Adjust service headway,Fog,52
Route_19,T01576,4,Low,No operational action required,Cloudy,39
Route_4,T01577,14,Medium,Monitor route conditions,Snow,89
Route_7,T01578,27,Severe,Deploy standby bus,Rain,45
Route_4,T01579,23,High,Adjust service headway,Fog,86
Route_12,T01580,12,Medium,Monitor route conditions,Snow,21
Route_13,T01581,6,Medium,Monitor route conditions,Rain,51
Route_3,T01582,8,Medium,Monitor route conditions,Snow,27
Route_12,T01583,18,High,Adjust service headway,Rain,52
Route_2,T01584,12,Medium,Monitor route conditions,Snow,62
Route_2,T01585,8,Medium,Monitor route conditions,Fog,16
Route_9,T01586,7,Medium,Monitor route conditions,Fog,63
Route_1,T01587,16,High,Adjust service headway,Cloudy,5
Route_8,T01588,-3,Low,No operational action required,Storm,13
Route_6,T01589,23,High,Adjust service headway,Clear,16
Route_6,T01590,-1,Low,No operational action required,Fog,37
Route_18,T01591,8,Medium,Monitor route conditions,Fog,68
Route_17,T01592,26,Severe,Deploy standby bus,Rain,12
Route_12,T01593,5,Low,No operational action required,Storm,52
Route_6,T01594,-3,Low,No operational action required,Fog,8
Route_8,T01595,0,Low,No operational action required,Snow,43
Route_19,T01596,11,Medium,Monitor route conditions,Storm,25
Route_10,T01597,23,High,Adjust service headway,Clear,76
Route_1,T01598,4,Low,No operational action required,Snow,18
Route_13,T01599,19,High,Adjust service headway,Rain,47
Route_17,T01600,11,Medium,Monitor route conditions,Cloudy,80
Route_3,T01601,23,High,Adjust service headway,Snow,79
Route_8,T01602,27,Severe,Deploy standby bus,Clear,29
Route_14,T01603,4,Low,No operational action required,Snow,31
Route_3,T01604,26,Severe,Deploy standby bus,Storm,77
Route_16,T01605,14,Medium,Monitor route conditions,Storm,78
Route_13,T01606,0,Low,No operational action required,Clear,75
Route_20,T01607,18,High,Adjust service headway,Storm,74
Route_17,T01608,-1,Low,No operational action required,Snow,68
Route_13,T01609,11,Medium,Monitor route conditions,Cloudy,10
Route_6,T01610,29,Severe,Deploy standby bus,Snow,97
Route_17,T01611,10,Medium,Monitor route conditions,Cloudy,82
Route_14,T01612,-3,Low,No operational action required,Storm,25
Route_17,T01613,22,High,Adjust service headway,Snow,25
Route_8,T01614,4,Low,No operational action required,Storm,16
Route_11,T01615,12,Medium,Monitor route conditions,Cloudy,94
Route_20,T01616,6,Medium,Monitor route conditions,Storm,82
Route_1,T01617,22,High,Adjust service headway,Fog,43
Route_7,T01618,24,High,Adjust service headway,Rain,83
Route_17,T01619,8,Medium,Monitor route conditions,Snow,22
Route_10,T01620,16,High,Adjust service headway,Fog,24
Route_11,T01621,10,Medium,Monitor route conditions,Storm,91
Route_9,T01622,25,High,Adjust service headway,Storm,36
Route_9,T01623,8,Medium,Monitor route conditions,Rain,75
Route_5,T01624,14,Medium,Monitor route conditions,Storm,64
Route_17,T01625,-2,Low,No operational action required,Rain,1
Route_9,T01626,-2,Low,No operational action required,Snow,73
Route_17,T01627,13,Medium,Monitor route conditions,Cloudy,97
Route_19,T01628,6,Medium,Monitor route conditions,Rain,31
Route_7,T01629,14,Medium,Monitor route conditions,Rain,88
Route_9,T01630,18,High,Adjust service headway,Fog,73
Route_7,T01631,15,Medium,Monitor route conditions,Storm,54
Route_13,T01632,-3,Low,No operational action required,Snow,49
Route_11,T01633,20,High,Adjust service headway,Cloudy,64
Route_14,T01634,21,High,Adjust service headway,Clear,31
Route_19,T01635,27,Severe,Deploy standby bus,Rain,36
Route_11,T01636,27,Severe,Deploy standby bus,Clear,75
Route_13,T01637,-2,Low,No operational action required,Storm,81
Route_14,T01638,15,Medium,Monitor route conditions,Rain,93
Route_13,T01639,8,Medium,Monitor route conditions,Clear,12
Route_1,T01640,6,Medium,Monitor route conditions,Fog,53
Route_8,T01641,27,Severe,Deploy standby bus,Clear,2
Route_12,T01642,18,High,Adjust service headway,Fog,84
Route_19,T01643,19,High,Adjust service headway,Cloudy,41
Route_12,T01644,19,High,Adjust service headway,Storm,77
Route_8,T01645,11,Medium,Monitor route conditions,Snow,39
Route_8,T01646,22,High,Adjust service headway,Clear,73
Route_13,T01647,-1,Low,No operational action required,Rain,65
Route_12,T01648,19,High,Adjust service headway,Storm,59
Route_16,T01649,16,High,Adjust service headway,Clear,10
Route_1,T01650,4,Low,No operational action required,Rain,0
Route_13,T01651,14,Medium,Monitor route conditions,Rain,25
Route_7,T01652,2,Low,No operational action required,Snow,41
Route_5,T01653,23,High,Adjust service headway,Snow,61
Route_8,T01654,11,Medium,Monitor route conditions,Rain,60
Route_14,T01655,1,Low,No operational action required,Snow,76
Route_13,T01656,5,Low,No operational action required,Rain,91
Route_15,T01657,3,Low,No operational action required,Clear,99
Route_17,T01658,16,High,Adjust service headway,Cloudy,84
Route_15,T01659,6,Medium,Monitor route conditions,Snow,61
Route_20,T01660,22,High,Adjust service headway,Fog,73
Route_18,T01661,0,Low,No operational action required,Fog,11
Route_18,T01662,20,High,Adjust service headway,Fog,26
Route_2,T01663,10,Medium,Monitor route conditions,Cloudy,66
Route_4,T01664,-3,Low,No operational action required,Rain,27
Route_1,T01665,13,Medium,Monitor route conditions,Rain,65
Route_4,T01666,20,High,Adjust service headway,Storm,27
Route_18,T01667,23,High,Adjust service headway,Fog,94
Route_5,T01668,3,Low,No operational action required,Fog,20
Route_19,T01669,5,Low,No operational action required,Rain,6
Route_15,T01670,8,Medium,Monitor route conditions,Fog,94
Route_8,T01671,17,High,Adjust service headway,Rain,13
Route_20,T01672,-1,Low,No operational action required,Rain,38
Route_17,T01673,11,Medium,Monitor route conditions,Snow,72
Route_1,T01674,17,High,Adjust service headway,Rain,86
Route_12,T01675,6,Medium,Monitor route conditions,Clear,61
Route_19,T01676,29,Severe,Deploy standby bus,Clear,11
Route_15,T01677,2,Low,No operational action required,Clear,92
Route_9,T01678,-2,Low,No operational action required,Clear,37
Route_7,T01679,25,High,Adjust service headway,Cloudy,57
Route_2,T01680,29,Severe,Deploy standby bus,Storm,55
Route_9,T01681,0,Low,No operational action required,Storm,38
Route_10,T01682,0,Low,No operational action required,Rain,85
Route_2,T01683,25,High,Adjust service headway,Fog,3
Route_19,T01684,16,High,Adjust service headway,Clear,47
Route_11,T01685,19,High,Adjust service headway,Storm,6
Route_13,T01686,14,Medium,Monitor route conditions,Storm,59
Route_10,T01687,21,High,Adjust service headway,Clear,39
Route_14,T01688,-3,Low,No operational action required,Cloudy,7
Route_18,T01689,11,Medium,Monitor route conditions,Cloudy,57
Route_19,T01690,16,High,Adjust service headway,Storm,56
Route_9,T01691,23,High,Adjust service headway,Cloudy,34
Route_7,T01692,18,High,Adjust service headway,Snow,72
Route_3,T01693,1,Low,No operational action required,Clear,12
Route_20,T01694,-1,Low,No operational action required,Storm,38
Route_6,T01695,13,Medium,Monitor route conditions,Clear,83
Route_2,T01696,20,High,Adjust service headway,Cloudy,20
Route_6,T01697,20,High,Adjust service headway,Clear,46
Route_3,T01698,-1,Low,No operational action required,Cloudy,82
Route_16,T01699,3,Low,No operational action required,Cloudy,1
Route_8,T01700,21,High,Adjust service headway,Clear,43
Route_2,T01701,-1,Low,No operational action required,Cloudy,29
Route_17,T01702,11,Medium,Monitor route conditions,Snow,86
Route_9,T01703,25,High,Adjust service headway,Rain,54
Route_12,T01704,25,High,Adjust service headway,Clear,39
Route_3,T01705,6,Medium,Monitor route conditions,Rain,76
Route_11,T01706,28,Severe,Deploy standby bus,Clear,96
Route_1,T01707,19,High,Adjust service headway,Cloudy,95
Route_13,T01708,5,Low,No operational action required,Cloudy,91
Route_15,T01709,10,Medium,Monitor route conditions,Storm,23
Route_5,T01710,0,Low,No operational action required,Snow,41
Route_17,T01711,16,High,Adjust service headway,Storm,27
Route_6,T01712,24,High,Adjust service headway,Rain,93
Route_11,T01713,10,Medium,Monitor route conditions,Cloudy,92
Route_18,T01714,9,Medium,Monitor route conditions,Storm,97
Route_4,T01715,27,Severe,Deploy standby bus,Cloudy,50
Route_3,T01716,29,Severe,Deploy standby bus,Clear,21
Route_13,T01717,24,High,Adjust service headway,Storm,88
Route_9,T01718,21,High,Adjust service headway,Rain,77
Route_6,T01719,28,Severe,Deploy standby bus,Storm,73
Route_12,T01720,5,Low,No operational action required,Cloudy,73
Route_2,T01721,24,High,Adjust service headway,Fog,7
Route_3,T01722,27,Severe,Deploy standby bus,Fog,13
Route_3,T01723,13,Medium,Monitor route conditions,Snow,44
Route_12,T01724,19,High,Adjust service headway,Cloudy,37
Route_15,T01725,9,Medium,Monitor route conditions,Clear,31
Route_9,T01726,6,Medium,Monitor route conditions,Storm,61
Route_8,T01727,12,Medium,Monitor route conditions,Fog,95
Route_11,T01728,2,Low,No operational action required,Clear,66
Route_16,T01729,7,Medium,Monitor route conditions,Cloudy,83
Route_4,T01730,-1,Low,No operational action required,Clear,60
Route_1,T01731,24,High,Adjust service headway,Cloudy,12
Route_7,T01732,11,Medium,Monitor route conditions,Snow,86
Route_2,T01733,9,Medium,Monitor route conditions,Storm,82
Route_5,T01734,13,Medium,Monitor route conditions,Clear,79
Route_7,T01735,3,Low,No operational action required,Storm,99
Route_4,T01736,24,High,Adjust service headway,Clear,98
Route_5,T01737,9,Medium,Monitor route conditions,Cloudy,46
Route_1,T01738,13,Medium,Monitor route conditions,Cloudy,53
Route_1,T01739,11,Medium,Monitor route conditions,Clear,70
Route_15,T01740,24,High,Adjust service headway,Snow,51
Route_20,T01741,11,Medium,Monitor route conditions,Cloudy,71
Route_19,T01742,7,Medium,Monitor route conditions,Rain,24
Route_10,T01743,27,Severe,Deploy standby bus,Rain,22
Route_18,T01744,0,Low,No operational action required,Storm,73
Route_3,T01745,23,High,Adjust service headway,Rain,29
Route_11,T01746,6,Medium,Monitor route conditions,Rain,96
Route_15,T01747,26,Severe,Deploy standby bus,Snow,10
Route_11,T01748,16,High,Adjust service headway,Snow,34
Route_17,T01749,25,High,Adjust service headway,Fog,26
Route_17,T01750,25,High,Adjust service headway,Fog,66
Route_6,T01751,19,High,Adjust service headway,Snow,46
Route_5,T01752,17,High,Adjust service headway,Fog,49
Route_8,T01753,6,Medium,Monitor route conditions,Snow,7
Route_2,T01754,8,Medium,Monitor route conditions,Fog,54
Route_16,T01755,26,Severe,Deploy standby bus,Cloudy,76
Route_20,T01756,29,Severe,Deploy standby bus,Snow,41
Route_12,T01757,14,Medium,Monitor route conditions,Storm,66
Route_6,T01758,10,Medium,Monitor route conditions,Storm,19
Route_1,T01759,18,High,Adjust service headway,Snow,44
Route_4,T01760,17,High,Adjust service headway,Rain,34
Route_17,T01761,-3,Low,No operational action required,Storm,76
Route_13,T01762,11,Medium,Monitor route conditions,Rain,19
Route_18,T01763,18,High,Adjust service headway,Storm,23
Route_5,T01764,28,Severe,Deploy standby bus,Clear,56
Route_3,T01765,29,Severe,Deploy standby bus,Clear,54
Route_11,T01766,19,High,Adjust service headway,Snow,8
Route_13,T01767,-2,Low,No operational action required,Storm,93
Route_4,T01768,-2,Low,No operational action required,Cloudy,88
Route_14,T01769,25,High,Adjust service headway,Rain,15
Route_11,T01770,-1,Low,No operational action required,Storm,54
Route_10,T01771,3,Low,No operational action required,Snow,71
Route_19,T01772,25,High,Adjust service headway,Rain,57
Route_18,T01773,19,High,Adjust service headway,Fog,63
Route_6,T01774,12,Medium,Monitor route conditions,Snow,91
Route_15,T01775,27,Severe,Deploy standby bus,Storm,75
Route_10,T01776,-3,Low,No operational action required,Cloudy,87
Route_5,T01777,14,Medium,Monitor route conditions,Fog,48
Route_5,T01778,11,Medium,Monitor route conditions,Snow,28
Route_10,T01779,13,Medium,Monitor route conditions,Storm,78
Route_5,T01780,6,Medium,Monitor route conditions,Clear,81
Route_3,T01781,16,High,Adjust service headway,Storm,6
Route_6,T01782,2,Low,No operational action required,Clear,76
Route_4,T01783,4,Low,No operational action required,Clear,82
Route_18,T01784,28,Severe,Deploy standby bus,Snow,68
Route_9,T01785,0,Low,No operational action required,Storm,89
Route_17,T01786,16,High,Adjust service headway,Storm,1
Route_13,T01787,20,High,Adjust service headway,Clear,32
Route_15,T01788,20,High,Adjust service headway,Rain,47
Route_20,T01789,22,High,Adjust service headway,Fog,36
Route_17,T01790,21,High,Adjust service headway,Cloudy,88
Route_13,T01791,3,Low,No operational action required,Storm,88
Route_16,T01792,6,Medium,Monitor route conditions,Fog,29
Route_4,T01793,8,Medium,Monitor route conditions,Fog,40
Route_5,T01794,-3,Low,No operational action required,Rain,3
Route_5,T01795,21,High,Adjust service headway,Fog,82
Route_9,T01796,12,Medium,Monitor route conditions,Storm,90
Route_17,T01797,1,Low,No operational action required,Snow,38
Route_13,T01798,15,Medium,Monitor route conditions,Snow,23
Route_2,T01799,0,Low,No operational action required,Fog,49
Route_13,T01800,2,Low,No operational action required,Storm,36
Route_19,T01801,22,High,Adjust service headway,Storm,52
Route_3,T01802,5,Low,No operational action required,Clear,24
Route_10,T01803,10,Medium,Monitor route conditions,Rain,92
Route_2,T01804,5,Low,No operational action required,Cloudy,30
Route_13,T01805,11,Medium,Monitor route conditions,Clear,98
Route_19,T01806,16,High,Adjust service headway,Cloudy,91
Route_17,T01807,4,Low,No operational action required,Storm,37
Route_14,T01808,28,Severe,Deploy standby bus,Snow,57
Route_12,T01809,17,High,Adjust service headway,Clear,52
Route_12,T01810,15,Medium,Monitor route conditions,Fog,49
Route_11,T01811,25,High,Adjust service headway,Fog,3
Route_7,T01812,27,Severe,Deploy standby bus,Cloudy,91
Route_4,T01813,2,Low,No operational action required,Storm,51
Route_19,T01814,0,Low,No operational action required,Snow,30
Route_1,T01815,25,High,Adjust service headway,Cloudy,86
Route_3,T01816,-1,Low,No operational action required,Snow,77
Route_13,T01817,-3,Low,No operational action required,Rain,91
Route_15,T01818,11,Medium,Monitor route conditions,Snow,13
Route_2,T01819,17,High,Adjust service headway,Fog,0
Route_11,T01820,27,Severe,Deploy standby bus,Clear,42
Route_4,T01821,3,Low,No operational action required,Clear,95
Route_19,T01822,13,Medium,Monitor route conditions,Clear,58
Route_17,T01823,15,Medium,Monitor route conditions,Snow,60
Route_3,T01824,-1,Low,No operational action required,Fog,40
Route_18,T01825,26,Severe,Deploy standby bus,Snow,17
Route_8,T01826,25,High,Adjust service headway,Storm,59
Route_19,T01827,10,Medium,Monitor route conditions,Fog,68
Route_5,T01828,24,High,Adjust service headway,Fog,78
Route_7,T01829,26,Severe,Deploy standby bus,Snow,58
Route_8,T01830,22,High,Adjust service headway,Snow,41
Route_5,T01831,3,Low,No operational action required,Clear,79
Route_17,T01832,27,Severe,Deploy standby bus,Fog,99
Route_5,T01833,1,Low,No operational action required,Clear,35
Route_4,T01834,10,Medium,Monitor route conditions,Storm,39
Route_19,T01835,23,High,Adjust service headway,Rain,29
Route_2,T01836,20,High,Adjust service headway,Clear,86
Route_11,T01837,25,High,Adjust service headway,Snow,10
Route_13,T01838,18,High,Adjust service headway,Cloudy,24
Route_15,T01839,4,Low,No operational action required,Rain,44
Route_12,T01840,11,Medium,Monitor route conditions,Storm,50
Route_11,T01841,1,Low,No operational action required,Snow,42
Route_7,T01842,0,Low,No operational action required,Rain,65
Route_5,T01843,7,Medium,Monitor route conditions,Snow,98
Route_17,T01844,14,Medium,Monitor route conditions,Clear,46
Route_20,T01845,26,Severe,Deploy standby bus,Snow,23
Route_9,T01846,11,Medium,Monitor route conditions,Storm,76
Route_14,T01847,2,Low,No operational action required,Cloudy,36
Route_12,T01848,12,Medium,Monitor route conditions,Clear,55
Route_6,T01849,5,Low,No operational action required,Clear,93
Route_17,T01850,23,High,Adjust service headway,Storm,74
Route_19,T01851,9,Medium,Monitor route conditions,Storm,86
Route_19,T01852,23,High,Adjust service headway,Rain,45
Route_16,T01853,5,Low,No operational action required,Cloudy,27
Route_12,T01854,1,Low,No operational action required,Snow,92
Route_12,T01855,18,High,Adjust service headway,Rain,51
Route_20,T01856,27,Severe,Deploy standby bus,Snow,14
Route_6,T01857,-1,Low,No operational action required,Snow,44
Route_4,T01858,26,Severe,Deploy standby bus,Snow,57
Route_6,T01859,17,High,Adjust service headway,Rain,66
Route_11,T01860,2,Low,No operational action required,Clear,72
Route_1,T01861,24,High,Adjust service headway,Storm,71
Route_15,T01862,28,Severe,Deploy standby bus,Clear,96
Route_11,T01863,21,High,Adjust service headway,Cloudy,97
Route_19,T01864,28,Severe,Deploy standby bus,Rain,72
Route_18,T01865,18,High,Adjust service headway,Cloudy,80
Route_17,T01866,20,High,Adjust service headway,Storm,40
Route_19,T01867,26,Severe,Deploy standby bus,Storm,64
Route_14,T01868,28,Severe,Deploy standby bus,Fog,39
Route_18,T01869,27,Severe,Deploy standby bus,Cloudy,4
Route_19,T01870,19,High,Adjust service headway,Clear,93
Route_15,T01871,29,Severe,Deploy standby bus,Cloudy,74
Route_15,T01872,21,High,Adjust service headway,Rain,27
Route_4,T01873,20,High,Adjust service headway,Storm,37
Route_7,T01874,27,Severe,Deploy standby bus,Storm,80
Route_13,T01875,9,Medium,Monitor route conditions,Cloudy,86
Route_3,T01876,6,Medium,Monitor route conditions,Cloudy,17
Route_16,T01877,19,High,Adjust service headway,Snow,36
Route_9,T01878,14,Medium,Monitor route conditions,Cloudy,26
Route_8,T01879,28,Severe,Deploy standby bus,Snow,24
Route_20,T01880,29,Severe,Deploy standby bus,Rain,68
Route_13,T01881,24,High,Adjust service headway,Rain,82
Route_17,T01882,12,Medium,Monitor route conditions,Clear,26
Route_17,T01883,12,Medium,Monitor route conditions,Cloudy,76
Route_17,T01884,14,Medium,Monitor route conditions,Clear,53
Route_1,T01885,4,Low,No operational action required,Fog,6
Route_8,T01886,12,Medium,Monitor route conditions,Rain,89
Route_19,T01887,7,Medium,Monitor route conditions,Storm,77
Route_6,T01888,2,Low,No operational action required,Snow,26
Route_3,T01889,-3,Low,No operational action required,Fog,58
Route_5,T01890,8,Medium,Monitor route conditions,Storm,71
Route_13,T01891,24,High,Adjust service headway,Fog,30
Route_15,T01892,13,Medium,Monitor route conditions,Clear,98
Route_14,T01893,-3,Low,No operational action required,Clear,90
Route_16,T01894,28,Severe,Deploy standby bus,Snow,67
Route_18,T01895,4,Low,No operational action required,Rain,3
Route_11,T01896,20,High,Adjust service headway,Snow,17
Route_3,T01897,6,Medium,Monitor route conditions,Storm,62
Route_10,T01898,6,Medium,Monitor route conditions,Fog,86
Route_10,T01899,21,High,Adjust service headway,Snow,95
Route_16,T01900,6,Medium,Monitor route conditions,Cloudy,75
Route_12,T01901,15,Medium,Monitor route conditions,Cloudy,51
Route_2,T01902,11,Medium,Monitor route conditions,Rain,83
Route_9,T01903,12,Medium,Monitor route conditions,Snow,62
Route_3,T01904,-2,Low,No operational action required,Storm,44
Route_15,T01905,25,High,Adjust service headway,Cloudy,11
Route_3,T01906,0,Low,No operational action required,Rain,7
Route_19,T01907,25,High,Adjust service headway,Snow,21
Route_18,T01908,27,Severe,Deploy standby bus,Rain,90
Route_8,T01909,13,Medium,Monitor route conditions,Storm,40
Route_17,T01910,6,Medium,Monitor route conditions,Cloudy,40
Route_8,T01911,23,High,Adjust service headway,Cloudy,80
Route_7,T01912,11,Medium,Monitor route conditions,Cloudy,56
Route_7,T01913,27,Severe,Deploy standby bus,Clear,31
Route_3,T01914,17,High,Adjust service headway,Cloudy,96
Route_1,T01915,22,High,Adjust service headway,Fog,94
Route_4,T01916,13,Medium,Monitor route conditions,Clear,54
Route_5,T01917,-1,Low,No operational action required,Snow,5
Route_1,T01918,10,Medium,Monitor route conditions,Clear,38
Route_15,T01919,9,Medium,Monitor route conditions,Clear,8
Route_5,T01920,23,High,Adjust service headway,Clear,31
Route_13,T01921,-3,Low,No operational action required,Rain,35
Route_8,T01922,13,Medium,Monitor route conditions,Fog,15
Route_8,T01923,10,Medium,Monitor route conditions,Storm,11
Route_5,T01924,13,Medium,Monitor route conditions,Cloudy,40
Route_9,T01925,-1,Low,No operational action required,Clear,66
Route_1,T01926,21,High,Adjust service headway,Storm,57
Route_4,T01927,-2,Low,No operational action required,Rain,90
Route_3,T01928,22,High,Adjust service headway,Storm,90
Route_2,T01929,27,Severe,Deploy standby bus,Clear,8
Route_8,T01930,5,Low,No operational action required,Snow,16
Route_9,T01931,26,Severe,Deploy standby bus,Fog,4
Route_2,T01932,16,High,Adjust service headway,Storm,25
Route_14,T01933,17,High,Adjust service headway,Clear,84
Route_14,T01934,25,High,Adjust service headway,Clear,0
Route_4,T01935,21,High,Adjust service headway,Cloudy,0
Route_6,T01936,21,High,Adjust service headway,Snow,34
Route_11,T01937,5,Low,No operational action required,Cloudy,8
Route_3,T01938,22,High,Adjust service headway,Snow,86
Route_8,T01939,12,Medium,Monitor route conditions,Fog,37
Route_3,T01940,8,Medium,Monitor route conditions,Cloudy,3
Route_14,T01941,20,High,Adjust service headway,Fog,51
Route_13,T01942,22,High,Adjust service headway,Rain,18
Route_13,T01943,16,High,Adjust service headway,Rain,4
Route_2,T01944,5,Low,No operational action required,Snow,91
Route_13,T01945,19,High,Adjust service headway,Snow,47
Route_19,T01946,25,High,Adjust service headway,Cloudy,86
Route_6,T01947,27,Severe,Deploy standby bus,Rain,62
Route_16,T01948,15,Medium,Monitor route conditions,Storm,37
Route_2,T01949,16,High,Adjust service headway,Storm,51
Route_8,T01950,19,High,Adjust service headway,Storm,86
Route_17,T01951,23,High,Adjust service headway,Rain,45
Route_2,T01952,26,Severe,Deploy standby bus,Storm,81
Route_10,T01953,17,High,Adjust service headway,Fog,92
Route_16,T01954,3,Low,No operational action required,Clear,91
Route_6,T01955,18,High,Adjust service headway,Snow,8
Route_2,T01956,6,Medium,Monitor route conditions,Cloudy,49
Route_2,T01957,19,High,Adjust service headway,Fog,73
